title,year,rating,no_of_reviews,genres,runtime,gross
Nobody,2021.0,7.4,"278,801","Action, Crime, Drama",92 min,$27.27M
John Wick: Chapter 3 - Parabellum,2019.0,7.4,"383,826","Action, Crime, Thriller",130 min,$171.02M
John Wick: Chapter 2,2017.0,7.4,"471,049","Action, Crime, Thriller",122 min,$92.03M
Spider-Man,2002.0,7.4,"834,774","Action, Adventure, Sci-Fi",121 min,$403.71M
Ready Player One,2018.0,7.4,"451,417","Action, Adventure, Sci-Fi",140 min,$137.69M
Spider-Man: Homecoming,2017.0,7.4,"675,872","Action, Adventure, Sci-Fi",133 min,$334.20M
The Last Duel,2021.0,7.4,"164,423","Action, Drama, History",152 min,$10.85M
Spider-Man 2,2004.0,7.4,"669,312","Action, Adventure, Sci-Fi",127 min,$373.59M
The Rock,1996.0,7.4,"345,923","Action, Adventure, Thriller",136 min,$134.07M
Shang-Chi and the Legend of the Ten Rings,2021.0,7.4,"398,671","Action, Adventure, Fantasy",132 min,$224.54M
Wonder Woman,2017.0,7.4,"672,036","Action, Adventure, Fantasy",141 min,$412.56M
Predestination,2014.0,7.4,"290,182","Action, Drama, Sci-Fi",97 min,$0.07M
Master and Commander: The Far Side of the World,2003.0,7.4,"227,773","Action, Adventure, Drama",138 min,$93.93M
Mission: Impossible - Ghost Protocol,2011.0,7.4,"499,957","Action, Adventure, Thriller",132 min,$209.40M
War for the Planet of the Apes,2017.0,7.4,"265,410","Action, Adventure, Drama",140 min,$146.88M
Mission: Impossible - Rogue Nation,2015.0,7.4,"382,442","Action, Adventure, Thriller",131 min,$195.04M
Spider-Man: Far from Home,2019.0,7.4,"511,851","Action, Adventure, Comedy",129 min,$390.53M
How to Train Your Dragon: The Hidden World,2019.0,7.4,"136,962","Animation, Action, Adventure",104 min,$160.80M
X2: X-Men United,2003.0,7.4,"559,431","Action, Sci-Fi, Thriller",134 min,$214.95M
Law Abiding Citizen,2009.0,7.4,"305,413","Action, Crime, Drama",109 min,$73.34M
Looper,2012.0,7.4,"585,692","Action, Drama, Sci-Fi",119 min,$66.49M
A History of Violence,2005.0,7.4,"243,984","Action, Crime, Drama",96 min,$31.49M
Sherlock Holmes: A Game of Shadows,2011.0,7.4,"464,678","Action, Adventure, Mystery",129 min,$186.85M
Open Range,2003.0,7.4,"75,230","Action, Drama, Romance",139 min,$58.33M
Bullitt,1968.0,7.4,"71,845","Action, Crime, Thriller",114 min,$42.30M
From Russia with Love,1963.0,7.4,"138,946","Action, Adventure, Thriller",115 min,$24.80M
Thief,1981.0,7.4,"34,621","Action, Crime, Drama",123 min,$11.49M
Black Dynamite,2009.0,7.4,"50,122","Action, Comedy",84 min,$0.23M
Foreign Correspondent,1940.0,7.4,"22,195","Action, Romance, Thriller",120 min,$3.48M
Bring Me the Head of Alfredo Garcia,1974.0,7.4,"20,664","Action, Crime, Drama",112 min,$0.58M
Summer Wars,2009.0,7.4,"30,554","Animation, Action, Adventure",114 min,$0.08M
Mesrine: Public Enemy No. 1,2008.0,7.4,"30,479","Action, Biography, Crime",133 min,$0.28M
Kaminey,2009.0,7.4,"17,585","Action, Crime, Drama",130 min,$1.29M
"Ruben Brandt, Collector",2018.0,7.4,"7,963","Animation, Action, Crime",96 min,$0.12M
In a Better World,2010.0,7.6,"40,747","Drama, Romance",118 min,$1.01M
The Red Violin,1998.0,7.6,"33,689","Drama, Music, Mystery",130 min,$9.47M
Mrs. Miniver,1942.0,7.6,"18,532","Drama, Romance, War",134 min,$13.50M
The Green Ray,1986.0,7.6,"9,729","Drama, Romance",99 min,$0.04M
Longtime Companion,1989.0,7.6,"5,944","Drama, Romance",96 min,$4.61M
"Play It Again, Sam",1972.0,7.6,"27,106","Comedy, Romance",85 min,$2.30M
The Wedding Banquet,1993.0,7.6,"16,267","Comedy, Drama, Romance",106 min,$6.93M
Lovers of the Arctic Circle,1998.0,7.6,"19,784","Drama, Mystery, Romance",112 min,$0.50M
For a Lost Soldier,1992.0,7.6,"4,650","Drama, Romance, War",92 min,$0.39M
Earth,1998.0,7.6,"7,985","Drama, Romance, War",110 min,$0.53M
7th Heaven,1927.0,7.6,"3,853","Drama, Romance",110 min,$3.92M
Remember the Night,1940.0,7.6,"6,373","Comedy, Drama, Romance",94 min,$0.17M
The Kid Brother,1927.0,7.6,"4,609","Comedy, Drama, Family",82 min,$1.55M
Four Days in September,1997.0,7.4,"5,159","Action, Drama, History",110 min,$0.31M
Cherry Blossoms,2008.0,7.6,"6,014","Drama, Romance",127 min,$0.10M
The Dog Wedding,2015.0,7.6,81,"Comedy, Romance",96 min,$0.03M
Winter Flight,1984.0,7.6,82,"Drama, Romance",89 min,$0.00M
Providence,2016.0,7.6,71,"Drama, Romance",79 min,$0.01M
Bullet Train,2022.0,7.3,"347,395","Action, Comedy, Thriller",127 min,$103.37M
No Time to Die,2021.0,7.3,"416,426","Action, Adventure, Thriller",163 min,$160.87M
Tenet,2020.0,7.3,"526,710","Action, Sci-Fi, Thriller",150 min,$58.46M
Men in Black,1997.0,7.3,"582,139","Action, Adventure, Comedy",98 min,$250.69M
Ant-Man,2015.0,7.3,"689,021","Action, Comedy, Sci-Fi",117 min,$180.20M
True Lies,1994.0,7.3,"267,716","Action, Comedy, Thriller",141 min,$146.28M
Alita: Battle Angel,2019.0,7.3,"277,506","Action, Adventure, Sci-Fi",122 min,$85.71M
Black Panther,2018.0,7.3,"798,418","Action, Adventure, Sci-Fi",134 min,$700.06M
The Nice Guys,2016.0,7.3,"340,472","Action, Comedy, Crime",116 min,$36.26M
Face/Off,1997.0,7.3,"386,033","Action, Crime, Sci-Fi",138 min,$112.23M
X-Men,2000.0,7.3,"625,762","Action, Adventure, Sci-Fi",104 min,$157.30M
American Sniper,2014.0,7.3,"500,544","Action, Biography, Drama",133 min,$350.13M
Patriots Day,2016.0,7.3,"106,884","Action, Crime, Drama",133 min,$31.89M
Starship Troopers,1997.0,7.3,"303,596","Action, Adventure, Sci-Fi",129 min,$54.81M
Avengers: Age of Ultron,2015.0,7.3,"881,589","Action, Adventure, Sci-Fi",141 min,$459.01M
13 Hours,2016.0,7.3,"149,277","Action, Drama, History",144 min,$52.85M
Fast Five,2011.0,7.3,"388,970","Action, Crime, Thriller",130 min,$209.84M
Pirates of the Caribbean: Dead Man's Chest,2006.0,7.3,"734,142","Action, Adventure, Fantasy",151 min,$423.32M
Dawn of the Dead,2004.0,7.3,"261,346","Action, Horror",101 min,$59.02M
The Lego Batman Movie,2017.0,7.3,"158,490","Animation, Action, Adventure",104 min,$175.75M
Southpaw,2015.0,7.3,"246,053","Action, Crime, Drama",124 min,$52.42M
Beverly Hills Cop,1984.0,7.3,"191,002","Action, Comedy, Crime",105 min,$234.76M
Raya and the Last Dragon,2021.0,7.3,"158,502","Animation, Action, Adventure",107 min,$54.72M
Equilibrium,2002.0,7.3,"337,601","Action, Drama, Sci-Fi",107 min,$1.20M
The Negotiator,1998.0,7.3,"147,610","Action, Crime, Drama",140 min,$44.48M
Megamind,2010.0,7.3,"274,335","Animation, Action, Comedy",95 min,$148.42M
Layer Cake,2004.0,7.3,"187,502","Action, Crime, Drama",105 min,$2.34M
Crimson Tide,1995.0,7.3,"117,100","Action, Drama, Thriller",116 min,$91.40M
Enemy of the State,1998.0,7.3,"250,100","Action, Thriller",132 min,$111.55M
The Adventures of Tintin,2011.0,7.3,"235,928","Animation, Action, Adventure",107 min,$77.59M
The Next Three Days,2010.0,7.3,"200,401","Action, Crime, Drama",133 min,$21.15M
To Live and Die in L.A.,1985.0,7.3,"35,499","Action, Crime, Drama",116 min,$17.31M
Invictus,2009.0,7.3,"163,081","Action, Adventure, Biography",134 min,$37.49M
Star Trek IV: The Voyage Home,1986.0,7.3,"88,078","Action, Adventure, Comedy",119 min,$109.71M
Grosse Pointe Blank,1997.0,7.3,"96,600","Action, Comedy, Crime",107 min,$28.01M
Nikita,1990.0,7.3,"73,844","Action, Crime, Drama",117 min,$5.02M
Jason and the Argonauts,1963.0,7.3,"29,379","Action, Adventure, Family",104 min,$4.58M
The Professionals,1966.0,7.3,"17,671","Action, Adventure, Drama",117 min,$19.54M
Ghajini,2008.0,7.3,"63,983","Action, Drama, Mystery",186 min,$2.43M
The Baader Meinhof Complex,2008.0,7.3,"38,918","Action, Biography, Crime",150 min,$0.48M
Leaving Las Vegas,1995.0,7.5,"128,598","Drama, Romance",111 min,$31.97M
Little Children,2006.0,7.5,"113,437","Drama, Romance",137 min,$5.46M
The Illusionist,2006.0,7.5,"379,340","Drama, Fantasy, Mystery",110 min,$39.87M
Legends of the Fall,1994.0,7.5,"172,409","Drama, Romance, War",133 min,$66.64M
The Art of Racing in the Rain,2019.0,7.5,"33,912","Comedy, Drama, Romance",109 min,$25.50M
The Piano,1993.0,7.5,"91,054","Drama, Music, Romance",121 min,$40.16M
"Lust, Caution",2007.0,7.5,"43,465","Drama, History, Romance",157 min,$4.60M
Sideways,2004.0,7.5,"195,706","Comedy, Drama, Romance",127 min,$71.50M
Sophie's Choice,1982.0,7.5,"50,050","Drama, Romance",150 min,$30.04M
Brooklyn,2015.0,7.5,"145,393","Drama, Romance",117 min,$38.32M
"Love, Simon",2018.0,7.5,"118,820","Comedy, Drama, Romance",110 min,$40.83M
Boys Don't Cry,1999.0,7.5,"100,256","Biography, Crime, Drama",118 min,$11.53M
El Dorado,1966.0,7.5,"28,535","Drama, Romance, Western",126 min,$12.97M
The Hours,2002.0,7.5,"134,620","Drama, Romance",110 min,$41.68M
The Big Sick,2017.0,7.5,"138,938","Comedy, Drama, Romance",120 min,$42.87M
Hair,1979.0,7.5,"38,720","Comedy, Drama, Musical",121 min,$15.28M
A Single Man,2009.0,7.5,"114,716","Crime, Drama, Romance",99 min,$9.17M
Contempt,1963.0,7.5,"33,662","Drama, Romance",102 min,$0.04M
The Great Debaters,2007.0,7.5,"60,576","Biography, Drama, Romance",126 min,$30.23M
A Royal Affair,2012.0,7.5,"48,834","Biography, Drama, History",137 min,$1.55M
Fruitvale Station,2013.0,7.5,"83,616","Biography, Crime, Drama",85 min,$16.10M
The Flowers of War,2011.0,7.5,"54,070","Drama, History, Romance",146 min,$0.01M
Meet Me in St. Louis,1944.0,7.5,"25,776","Comedy, Drama, Family",113 min,$7.57M
White Christmas,1954.0,7.5,"46,686","Comedy, Musical, Romance",120 min,$30.00M
Spellbound,1945.0,7.5,"50,066","Film-Noir, Mystery, Romance",111 min,$7.00M
Sunshine,1999.0,7.5,"15,432","Drama, History, Romance",181 min,$5.10M
Husbands and Wives,1992.0,7.5,"30,078","Comedy, Drama, Romance",108 min,$10.56M
Compañeros,1970.0,7.3,"4,706","Action, Comedy, Western",115 min,$0.02M
Digimon Adventure tri. Part 1: Reunion,2015.0,7.3,"1,818","Animation, Action, Adventure",96 min,$0.19M
Gangster's Paradise: Jerusalema,2008.0,7.3,"10,755","Action, Crime, Drama",119 min,$0.00M
Heneral Luna,2015.0,7.3,"2,352","Action, Biography, History",118 min,$0.20M
Queen Christina,1933.0,7.5,"8,200","Biography, Drama, Romance",99 min,$0.77M
Scrooge,1970.0,7.5,"11,723","Drama, Family, Fantasy",113 min,$3.70M
Footlight Parade,1933.0,7.5,"5,781","Comedy, Musical, Romance",104 min,$3.49M
As It Is in Heaven,2004.0,7.5,"17,774","Comedy, Drama, Music",133 min,$0.01M
Get Real,1998.0,7.5,"14,335","Comedy, Drama, Romance",108 min,$1.20M
The Palm Beach Story,1942.0,7.5,"12,371","Comedy, Romance",88 min,$0.44M
The Band's Visit,2007.0,7.5,"13,867","Comedy, Drama, Music",87 min,$3.05M
The Barbarian Invasions,2003.0,7.5,"29,617","Comedy, Crime, Drama",99 min,$3.43M
Last Life in the Universe,2003.0,7.5,"11,354","Comedy, Drama, Romance",112 min,$0.03M
"Léon Morin, Priest",1961.0,7.5,"5,360","Drama, Romance, War",117 min,$0.04M
My Name Is Joe,1998.0,7.5,"8,603","Drama, Romance",105 min,$0.35M
Jesus of Montreal,1989.0,7.5,"7,381","Drama, Romance",120 min,$1.60M
The Freshman,1925.0,7.5,"5,795","Comedy, Family, Music",77 min,$0.00M
My Best Girl,1927.0,7.5,906,"Comedy, Romance",80 min,$2.24M
Opposite Blood,2012.0,7.3,26,Action,86 min,$0.27M
One Minute to Play,1926.0,7.3,30,"Action, Drama, Romance",74 min,$0.25M
The Hunger Games,2012.0,7.2,"943,337","Action, Adventure, Sci-Fi",142 min,$408.01M
From Dusk Till Dawn,1996.0,7.2,"323,635","Action, Crime, Horror",108 min,$25.75M
The Equalizer,2014.0,7.2,"382,587","Action, Crime, Thriller",132 min,$101.53M
The Suicide Squad,2021.0,7.2,"368,199","Action, Adventure, Comedy",132 min,$55.82M
The Man from U.N.C.L.E.,2015.0,7.2,"318,561","Action, Adventure, Comedy",116 min,$45.45M
The Great Race,1965.0,7.2,"18,690","Action, Adventure, Comedy",160 min,$25.33M
21 Jump Street,2012.0,7.2,"572,906","Action, Comedy, Crime",109 min,$138.45M
DC League of Super-Pets,2022.0,7.2,"68,555","Animation, Action, Adventure",105 min,$93.66M
Kingdom of Heaven,2005.0,7.2,"295,889","Action, Adventure, Drama",144 min,$47.40M
King Kong,2005.0,7.2,"432,159","Action, Adventure, Drama",187 min,$218.08M
They Live,1988.0,7.2,"135,360","Action, Horror, Sci-Fi",94 min,$13.01M
Natural Born Killers,1994.0,7.2,"241,424","Action, Crime, Drama",119 min,$50.28M
The Matrix Reloaded,2003.0,7.2,"606,808","Action, Sci-Fi",138 min,$281.49M
Unbroken,2014.0,7.2,"173,276","Action, Biography, Drama",137 min,$115.64M
Willow,1988.0,7.2,"126,470","Action, Adventure, Drama",126 min,$57.27M
GoldenEye,1995.0,7.2,"262,202","Action, Adventure, Thriller",130 min,$106.60M
I Am Legend,2007.0,7.2,"777,072","Action, Drama, Horror",101 min,$256.39M
RocknRolla,2008.0,7.2,"258,008","Action, Crime, Thriller",114 min,$5.69M
Rango,2011.0,7.2,"276,810","Animation, Action, Adventure",107 min,$123.48M
Big Trouble in Little China,1986.0,7.2,"145,936","Action, Adventure, Comedy",99 min,$11.10M
Lethal Weapon 2,1989.0,7.2,"181,430","Action, Crime, Thriller",114 min,$147.25M
Friday Night Lights,2004.0,7.2,"64,875","Action, Drama, Sport",118 min,$61.26M
The Life Aquatic with Steve Zissou,2004.0,7.2,"202,353","Action, Adventure, Comedy",119 min,$24.01M
Dr. No,1962.0,7.2,"172,121","Action, Adventure, Thriller",110 min,$16.07M
Team America: World Police,2004.0,7.2,"173,199","Action, Comedy",98 min,$32.79M
Ronin,1998.0,7.2,"187,846","Action, Crime, Thriller",122 min,$41.62M
Kung Fu Panda 2,2011.0,7.2,"296,861","Animation, Action, Adventure",90 min,$165.25M
The Croods,2013.0,7.2,"221,626","Animation, Action, Adventure",98 min,$187.17M
Star Trek VI: The Undiscovered Country,1991.0,7.2,"77,996","Action, Adventure, Sci-Fi",110 min,$74.89M
In the Line of Fire,1993.0,7.2,"108,088","Action, Crime, Drama",128 min,$102.31M
Magnum Force,1973.0,7.2,"63,924","Action, Crime, Mystery",124 min,$4.56M
Rise of the Guardians,2012.0,7.2,"182,552","Animation, Action, Adventure",97 min,$103.41M
Anthropoid,2016.0,7.2,"50,657","Action, Biography, Drama",120 min,$2.96M
Silverado,1985.0,7.2,"46,097","Action, Crime, Drama",133 min,$33.20M
War Horse,2011.0,7.2,"160,915","Action, Adventure, Drama",146 min,$79.88M
The Transformers: The Movie,1986.0,7.2,"40,607","Animation, Action, Adventure",84 min,$5.85M
Kon-Tiki,2012.0,7.2,"50,366","Action, Adventure, Biography",118 min,$1.52M
His People,1925.0,7.5,41,"Drama, Romance",93 min,$3.00M
Runaway Train,1985.0,7.2,"30,825","Action, Adventure, Drama",111 min,$7.94M
Arlington Road,1999.0,7.2,"88,889","Action, Crime, Drama",117 min,$24.36M
The Way of the Dragon,1972.0,7.2,"38,769","Action, Adventure, Comedy",90 min,$4.06M
The Hitcher,1986.0,7.2,"49,995","Action, Mystery, Thriller",97 min,$5.84M
'71,2014.0,7.2,"57,998","Action, Crime, Drama",99 min,$1.27M
Harry Brown,2009.0,7.2,"89,326","Action, Crime, Drama",103 min,$1.82M
Fist of Fury,1972.0,7.2,"31,887","Action, Drama, Romance",107 min,$1.29M
Waterloo,1970.0,7.2,"11,112","Action, Biography, Drama",123 min,$3.05M
State of Grace,1990.0,7.2,"23,559","Action, Crime, Drama",134 min,$1.91M
Rosewood,1997.0,7.2,"8,537","Action, Drama, History",140 min,$13.10M
Emperor of the North,1973.0,7.2,"6,684","Action, Adventure, Drama",118 min,$0.09M
He-Man and She-Ra: The Secret of the Sword,1985.0,7.2,"3,104","Animation, Action, Adventure",100 min,$7.66M
Dark Blue World,2001.0,7.2,"5,962","War, Drama, Action",112 min,$0.26M
Malena,2000.0,7.4,"106,349","Drama, Romance, War",108 min,$3.45M
"Crazy, Stupid, Love.",2011.0,7.4,"531,983","Comedy, Drama, Romance",118 min,$84.35M
Me Before You,2016.0,7.4,"264,995","Drama, Romance",106 min,$56.25M
The Goodbye Girl,1977.0,7.4,"15,257","Comedy, Drama, Romance",111 min,$102.00M
Up in the Air,2009.0,7.4,"341,297","Comedy, Drama, Romance",109 min,$83.82M
Begin Again,2013.0,7.4,"160,538","Comedy, Drama, Music",104 min,$16.17M
High Fidelity,2000.0,7.4,"184,011","Comedy, Drama, Music",113 min,$27.29M
Phantom Thread,2017.0,7.4,"137,511","Drama, Romance",130 min,$21.02M
The English Patient,1996.0,7.4,"194,525","Drama, Romance, War",162 min,$78.65M
The Terminal,2004.0,7.4,"471,012","Comedy, Drama, Romance",128 min,$77.87M
Witness,1985.0,7.4,"99,078","Drama, Romance, Thriller",112 min,$68.71M
Downton Abbey,2019.0,7.4,"59,095","Drama, Romance",122 min,$96.85M
The Constant Gardener,2005.0,7.4,"144,832","Drama, Mystery, Romance",129 min,$33.58M
Body Heat,1981.0,7.4,"37,724","Crime, Drama, Romance",113 min,$24.06M
Garden State,2004.0,7.4,"219,519","Comedy, Drama, Romance",102 min,$26.78M
Tootsie,1982.0,7.4,"110,318","Comedy, Drama, Romance",116 min,$177.20M
Buffalo '66,1998.0,7.4,"56,419","Comedy, Drama, Romance",110 min,$2.38M
Frances Ha,2012.0,7.4,"87,090","Comedy, Drama, Romance",86 min,$4.06M
To Catch a Thief,1955.0,7.4,"75,836","Mystery, Romance, Thriller",106 min,$8.75M
Notes on a Scandal,2006.0,7.4,"81,213","Crime, Drama, Romance",92 min,$17.51M
The Cider House Rules,1999.0,7.4,"101,889","Drama, Romance",126 min,$57.55M
SLC Punk!,1998.0,7.4,"31,052","Comedy, Drama, Music",97 min,$0.30M
Rust and Bone,2012.0,7.4,"68,732","Drama, Romance",120 min,$2.06M
Howards End,1992.0,7.4,"33,959","Drama, Romance",142 min,$25.97M
Kabhi Khushi Kabhie Gham...,2001.0,7.4,"52,139","Drama, Musical, Romance",210 min,$2.90M
Days of Being Wild,1990.0,7.4,"23,684","Crime, Drama, Romance",94 min,$0.14M
Immortal Beloved,1994.0,7.4,"25,445","Biography, Drama, Music",121 min,$9.91M
Death in Venice,1971.0,7.4,"21,999","Drama, Romance",130 min,$0.15M
Ryan's Daughter,1970.0,7.4,"10,189","Drama, Romance",200 min,$30.85M
Amazing Grace,2006.0,7.4,"25,234","Biography, Drama, History",118 min,$21.21M
Saving Face,2004.0,7.4,"12,556","Comedy, Drama, Romance",91 min,$1.19M
Shadowlands,1993.0,7.4,"19,599","Biography, Drama, Romance",131 min,$25.84M
Pillow Talk,1959.0,7.4,"18,152","Comedy, Romance",102 min,$18.75M
Masculine Feminine,1966.0,7.4,"16,200","Drama, Romance",103 min,$0.20M
Two for the Road,1967.0,7.4,"14,124","Comedy, Drama, Romance",111 min,$7.63M
Separate Tables,1958.0,7.4,"8,154","Drama, Romance",100 min,$7.40M
Little Manhattan,2005.0,7.4,"24,199","Comedy, Family, Romance",90 min,$0.38M
84 Charing Cross Road,1987.0,7.4,"10,555","Biography, Drama, Romance",100 min,$1.08M
My Life Without Me,2003.0,7.4,"25,414","Drama, Romance",106 min,$0.40M
Snow Cake,2006.0,7.4,"13,015","Drama, Romance",112 min,$0.03M
I Dream in Another Language,2017.0,7.4,"3,715","Drama, Romance",103 min,$0.00M
Harry and Tonto,1974.0,7.4,"5,913","Adventure, Comedy, Drama",115 min,$1.26M
A Kind of Loving,1962.0,7.4,"2,546","Drama, Romance",112 min,$0.00M
The Major and the Minor,1942.0,7.4,"7,275","Comedy, Romance",100 min,$6.38M
Stella Dallas,1937.0,7.4,"5,918","Drama, Romance",106 min,$2.00M
Vanya on 42nd Street,1994.0,7.4,"4,937","Comedy, Drama, Romance",119 min,$1.75M
The Edukators,2004.0,7.4,"32,026","Drama, Romance",127 min,$0.18M
Twin Sisters,2002.0,7.4,"7,013","Drama, Romance, War",137 min,$0.00M
Guzaarish,2010.0,7.4,"19,150","Drama, Romance",126 min,$1.02M
Another Thin Man,1939.0,7.4,"7,802","Comedy, Crime, Music",103 min,$3.32M
La Flor,2018.0,7.4,755,"Drama, Fantasy, Musical",808 min,$0.00M
The Secret Life of Words,2005.0,7.4,"12,865","Drama, Romance",115 min,$0.02M
The First Grader,2010.0,7.4,"4,783","Biography, Drama, Romance",103 min,$0.33M
Lilies,1996.0,7.4,"2,794","Crime, Drama, Fantasy",95 min,$0.22M
Strawberry & Chocolate,1993.0,7.4,"5,833","Comedy, Drama, Romance",108 min,$2.08M
Once Upon a Time... When We Were Colored,1995.0,7.4,549,"Drama, Romance",115 min,$3.38M
Free Guy,2021.0,7.1,"387,378","Action, Adventure, Comedy",115 min,$121.63M
Wrath of Man,2021.0,7.1,"188,279","Action, Crime, Thriller",119 min,$27.47M
Tropic Thunder,2008.0,7.1,"427,871","Action, Comedy, War",107 min,$110.52M
Man of Steel,2013.0,7.1,"784,003","Action, Adventure, Sci-Fi",143 min,$291.05M
Mission: Impossible,1996.0,7.1,"437,049","Action, Adventure, Thriller",110 min,$180.98M
Furious 7,2015.0,7.1,"397,578","Action, Crime, Thriller",137 min,$353.01M
Blade,1998.0,7.1,"283,232","Action, Horror, Sci-Fi",120 min,$70.09M
Creed II,2018.0,7.1,"142,952","Action, Drama, Sport",130 min,$115.72M
Shooter,2007.0,7.1,"341,125","Action, Drama, Thriller",124 min,$47.00M
Pitch Black,2000.0,7.1,"246,187","Action, Horror, Sci-Fi",109 min,$39.24M
Snowpiercer,2013.0,7.1,"370,332","Action, Drama, Sci-Fi",126 min,$4.56M
Iron Man 3,2013.0,7.1,"866,176","Action, Adventure, Sci-Fi",130 min,$409.01M
Sicario: Day of the Soldado,2018.0,7.1,"155,296","Action, Crime, Drama",122 min,$50.07M
Highlander,1986.0,7.1,"140,280","Action, Adventure, Fantasy",116 min,$5.90M
Batman Returns,1992.0,7.1,"312,652","Action, Crime, Fantasy",126 min,$162.83M
WarGames,1983.0,7.1,"103,907","Action, Drama, Sci-Fi",114 min,$79.57M
Dredd,2012.0,7.1,"281,638","Action, Crime, Sci-Fi",95 min,$13.41M
Pirates of the Caribbean: At World's End,2007.0,7.1,"664,748","Action, Adventure, Fantasy",169 min,$309.42M
"I, Robot",2004.0,7.1,"552,897","Action, Mystery, Sci-Fi",115 min,$144.80M
Variety,1925.0,7.4,"1,282","Crime, Drama, Romance",72 min,$0.71M
Chicken Strips: The Trials and Tribulations of Becoming a Garage Band,2022.0,7.4,18,"Comedy, Music, Romance",84 min,$0.01M
