title,year,rating,no_of_reviews,genres,runtime,gross
Let's Make Love,1960.0,6.4,"7,726","Comedy, Musical, Romance",119 min,$6.54M
Shining Through,1992.0,6.4,"10,333","Drama, Romance, Thriller",132 min,$21.73M
Miles Ahead,2015.0,6.4,"10,293","Biography, Drama, Music",100 min,$2.61M
Barbarosa,1982.0,6.4,"1,905","Comedy, Drama, Romance",90 min,$1.74M
Brown Sugar,2002.0,6.4,"9,846","Comedy, Drama, Music",109 min,$27.36M
Mr. Destiny,1990.0,6.4,"12,830","Comedy, Fantasy, Romance",116 min,$15.38M
The Cat's Meow,2001.0,6.4,"8,657","Crime, Drama, Romance",114 min,$3.21M
The Arrangement,1969.0,6.4,"3,215","Drama, Romance",125 min,$8.72M
Totally F***ed Up,1993.0,6.4,"3,535","Comedy, Drama, Romance",78 min,$0.10M
Beyond the Clouds,1995.0,6.4,"6,045","Drama, Romance",110 min,$0.03M
French Twist,1995.0,6.4,"5,148","Comedy, Drama, Romance",104 min,$1.40M
Ode to Joy,2019.0,6.4,"6,261","Comedy, Romance",97 min,$0.02M
Little Ashes,2008.0,6.4,"9,412","Biography, Drama, History",112 min,$0.48M
Phantom of the Opera,1943.0,6.4,"7,791","Drama, Horror, Music",92 min,$3.49M
God Help the Girl,2014.0,6.4,"9,095","Drama, Music, Romance",112 min,$0.10M
More,1969.0,6.4,"3,082","Drama, Romance, Crime",112 min,$0.30M
Please Don't Eat the Daisies,1960.0,6.4,"4,721","Comedy, Family, Romance",112 min,$11.10M
Yes,2004.0,6.4,"3,200","Drama, Romance",100 min,$0.40M
Star!,1968.0,6.4,"2,193","Biography, Comedy, Drama",176 min,$9.16M
With Six You Get Eggroll,1968.0,6.4,"2,889","Comedy, Drama, Family",95 min,$10.10M
Keep the Lights On,2012.0,6.4,"5,918","Drama, Romance",101 min,$0.25M
The Wonderful World of the Brothers Grimm,1962.0,6.4,"1,994","Animation, Adventure, Biography",135 min,$14.17M
My Old Lady,2014.0,6.4,"9,582","Comedy, Drama, Romance",107 min,$4.01M
Kissed,1996.0,6.4,"3,904","Drama, Romance",78 min,$0.47M
Melinda and Melinda,2004.0,6.4,"32,713","Comedy, Drama, Romance",99 min,$3.83M
Getting Straight,1970.0,6.4,"1,538","Comedy, Drama, Romance",124 min,$3.86M
Baby It's You,1983.0,6.4,"2,018","Comedy, Drama, Romance",105 min,$1.87M
The Answer Man,2009.0,6.4,"7,097","Comedy, Romance",95 min,$0.03M
Separate Lies,2005.0,6.4,"4,398","Crime, Drama, Romance",85 min,$0.92M
All Over the Guy,2001.0,6.4,"4,894","Comedy, Romance",95 min,$1.01M
Ashby,2015.0,6.4,"15,927","Comedy, Crime, Drama",100 min,$0.00M
You Kill Me,2007.0,6.4,"18,715","Comedy, Crime, Romance",93 min,$2.43M
Split Image,1982.0,6.4,985,"Drama, Romance",110 min,$0.26M
Twice in a Lifetime,1985.0,6.4,"1,348","Drama, Romance",111 min,$8.40M
Once Upon a Honeymoon,1942.0,6.4,"3,051","Adventure, Comedy, Drama",117 min,$0.86M
Moll Flanders,1996.0,6.4,"4,388","Drama, Romance",123 min,$3.36M
Madam Satan,1930.0,6.4,"1,149","Comedy, Drama, Musical",116 min,$0.50M
Chaos Walking,2021.0,5.7,"52,127","Action, Adventure, Fantasy",109 min,$13.29M
Planet of the Apes,2001.0,5.7,"223,212","Action, Adventure, Sci-Fi",119 min,$180.01M
Army of the Dead,2021.0,5.7,"177,592","Action, Crime, Drama",148 min,$1.00M
Pan,2015.0,5.7,"65,657","Action, Adventure, Comedy",111 min,$35.09M
X-Men: Dark Phoenix,2019.0,5.7,"193,526","Action, Adventure, Sci-Fi",113 min,$65.85M
G.I. Joe: The Rise of Cobra,2009.0,5.7,"211,517","Action, Adventure, Sci-Fi",118 min,$152.27M
Buffy the Vampire Slayer,1992.0,5.7,"46,780","Action, Comedy, Fantasy",86 min,$16.62M
G.I. Joe: Retaliation,2013.0,5.7,"183,991","Action, Adventure, Sci-Fi",110 min,$122.52M
Learning to Drive,2014.0,6.4,"7,966","Comedy, Drama, Romance",90 min,$3.45M
Everybody Loves Somebody,2017.0,6.4,"4,294","Comedy, Romance",102 min,$1.91M
Wilson,1944.0,6.4,"1,632","Biography, Drama, History",154 min,$2.00M
All Over Me,1997.0,6.4,"3,396","Crime, Drama, Romance",86 min,$0.15M
Le Week-End,2013.0,6.4,"8,517","Comedy, Drama, Romance",93 min,$2.22M
The Glass Slipper,1955.0,6.4,"1,491","Family, Fantasy, Musical",93 min,$2.97M
Delirious,2006.0,6.4,"6,622","Comedy, Drama, Romance",107 min,$0.09M
My Friend Irma,1949.0,6.4,"1,160","Comedy, Musical, Romance",103 min,$6.16M
Getting It Right,1989.0,6.4,741,"Comedy, Drama, Romance",102 min,$0.96M
The Darkest Minds,2018.0,5.7,"33,831","Action, Adventure, Drama",104 min,$12.70M
Lara Croft: Tomb Raider,2001.0,5.7,"213,295","Action, Adventure, Fantasy",100 min,$131.14M
Escape Room: Tournament of Champions,2021.0,5.7,"49,712","Action, Adventure, Horror",88 min,$25.19M
Journey 2: The Mysterious Island,2012.0,5.7,"107,517","Action, Adventure, Comedy",94 min,$103.86M
Hitman: Agent 47,2015.0,5.7,"93,076","Action, Crime, Thriller",96 min,$22.47M
Allegiant,2016.0,5.7,"126,986","Action, Adventure, Mystery",120 min,$66.18M
Fool's Gold,2008.0,5.7,"81,889","Action, Adventure, Comedy",112 min,$70.23M
Underworld: Blood Wars,2016.0,5.7,"78,142","Action, Adventure, Fantasy",91 min,$30.35M
Bloodshot,2020.0,5.7,"80,727","Action, Adventure, Sci-Fi",109 min,$12.56M
Battle Los Angeles,2011.0,5.7,"182,299","Action, Adventure, Sci-Fi",116 min,$83.55M
Only God Forgives,2013.0,5.7,"114,809","Action, Crime, Drama",90 min,$0.78M
Gamer,2009.0,5.7,"137,149","Action, Sci-Fi, Thriller",95 min,$20.49M
Escape from L.A.,1996.0,5.7,"77,313","Action, Adventure, Sci-Fi",101 min,$25.48M
Gemini Man,2019.0,5.7,"116,405","Action, Sci-Fi, Thriller",117 min,$48.55M
Freddy vs. Jason,2003.0,5.7,"122,513","Action, Horror",97 min,$82.62M
Wrath of the Titans,2012.0,5.7,"191,936","Action, Adventure, Fantasy",99 min,$83.67M
Mechanic: Resurrection,2016.0,5.7,"88,038","Action, Adventure, Crime",98 min,$21.22M
Cutthroat Island,1995.0,5.7,"29,202","Action, Adventure, Comedy",124 min,$10.02M
Ben-Hur,2016.0,5.7,"45,313","Action, Drama, Romance",123 min,$26.41M
Red Planet,2000.0,5.7,"58,951","Action, Sci-Fi, Thriller",106 min,$18.00M
Hudson Hawk,1991.0,5.7,"58,039","Action, Adventure, Comedy",100 min,$17.22M
Poseidon,2006.0,5.7,"107,115","Action, Adventure, Thriller",98 min,$60.67M
Race to Witch Mountain,2009.0,5.7,"61,216","Action, Adventure, Family",98 min,$67.17M
Cooties,2014.0,5.7,"27,059","Action, Comedy, Horror",88 min,$0.06M
Drillbit Taylor,2008.0,5.7,"61,329","Action, Comedy, Crime",110 min,$32.85M
Mighty Joe Young,1998.0,5.7,"29,875","Action, Adventure, Family",114 min,$50.63M
Bullet to the Head,2012.0,5.7,"51,033","Action, Crime, Thriller",92 min,$9.48M
Echelon Conspiracy,2009.0,5.7,"19,686","Action, Crime, Thriller",105 min,$0.50M
Crocodile Dundee II,1988.0,5.7,"58,991","Action, Adventure, Comedy",108 min,$109.31M
Death Warrant,1990.0,5.7,"19,702","Action, Crime, Mystery",89 min,$16.85M
Big Bad Mama,1974.0,5.7,"2,888","Action, Comedy, Crime",84 min,$0.62M
Nowhere to Run,1993.0,5.7,"25,176","Action, Drama, Romance",94 min,$22.19M
Money Train,1995.0,5.7,"42,000","Action, Comedy, Crime",110 min,$35.32M
Maze,2000.0,6.4,888,"Drama, Romance",97 min,$0.02M
"Remember Me, My Love",2003.0,6.4,"4,384","Comedy, Romance, Drama",125 min,$0.22M
Four Wives,1939.0,6.4,681,"Drama, Romance",110 min,$0.36M
Without Reservations,1946.0,6.4,"1,792","Comedy, Romance",107 min,$3.00M
Never Forever,2007.0,6.4,"1,663","Drama, Romance",104 min,$0.01M
Funny Ha Ha,2002.0,6.4,"2,805","Comedy, Drama, Romance",89 min,$0.08M
How Long Will I Love U,2018.0,6.4,"1,159","Comedy, Fantasy, Romance",101 min,$0.75M
Armored,2009.0,5.7,"31,267","Action, Crime, Thriller",88 min,$15.99M
Wild Oats,2016.0,5.7,"4,414","Action, Adventure, Comedy",86 min,$0.04M
Armed and Dangerous,1986.0,5.7,"12,203","Action, Comedy, Crime",88 min,$15.95M
Airport 1975,1974.0,5.7,"10,969","Action, Drama, Thriller",107 min,$47.29M
8 Million Ways to Die,1986.0,5.7,"5,542","Action, Crime, Drama",115 min,$1.31M
The Art of War,2000.0,5.7,"30,368","Action, Adventure, Crime",117 min,$30.21M
A Cry in the Wild,1990.0,5.7,"1,089","Action, Adventure, Thriller",82 min,$1.49M
Tank,1984.0,5.7,"4,498","Action, Comedy, Drama",113 min,$14.13M
Falcon Rising,2014.0,5.7,"8,993","Action, Adventure",103 min,$0.01M
Pawn,2013.0,5.7,"7,264","Action, Crime, Mystery",88 min,$0.00M
The Specials,2000.0,5.7,"2,437","Action, Comedy, Fantasy",82 min,$0.01M
King Kong vs. Godzilla,1963.0,5.7,"10,675","Action, Adventure, Fantasy",91 min,$2.73M
Paparazzi,2004.0,5.7,"15,381","Action, Crime, Drama",84 min,$15.71M
Railroad Tigers,2016.0,5.7,"4,657","Action, Adventure, Comedy",124 min,$0.22M
Next Day Air,2009.0,5.7,"10,920","Action, Comedy, Crime",84 min,$10.02M
Original Gangstas,1996.0,5.7,"1,910","Action, Crime, Drama",99 min,$3.01M
The Holcroft Covenant,1985.0,5.7,"3,595","Action, Crime, Mystery",112 min,$0.39M
Young Billy Young,1969.0,5.7,"1,391","Action, Romance, Western",89 min,$0.22M
The Pride and the Passion,1957.0,5.7,"2,936","Action, Adventure, Drama",132 min,$8.75M
Ira & Abby,2006.0,6.4,"2,394","Comedy, Romance",104 min,$0.22M
The Shining Hour,1938.0,6.4,"1,237","Drama, Music, Romance",76 min,$0.94M
Touch of Pink,2004.0,6.4,"4,381","Drama, Comedy, Romance",91 min,$0.56M
The Big Gay Musical,2009.0,6.4,"1,780","Comedy, Drama, Music",87 min,$0.02M
Wings of Courage,1995.0,6.4,717,"Adventure, Romance",40 min,$15.05M
Hitler's Children,1943.0,6.4,966,"Drama, Romance, War",82 min,$3.36M
Streets,1990.0,5.7,844,"Action, Drama, Thriller",85 min,$1.51M
Extremedays,2001.0,5.7,"1,321","Action, Adventure, Comedy",93 min,$0.74M
Miles from Home,1988.0,5.7,"1,522","Action, Crime, Drama",108 min,$0.19M
Long John Silver's Return to Treasure Island,1954.0,5.7,826,"Action, Adventure, Drama",106 min,$0.14M
Last Passenger,2013.0,5.7,"7,188","Action, Mystery, Thriller",97 min,$0.01M
Broken Horses,2015.0,5.7,"2,273","Action, Crime, Drama",101 min,$0.04M
Kurbaan,2009.0,5.7,"5,343","Action, Crime, Drama",161 min,$0.75M
My Wife Is an Actress,2001.0,6.4,"3,687","Comedy, Drama, Romance",95 min,$1.05M
Born Romantic,2000.0,6.4,"1,633","Comedy, Romance",96 min,$0.01M
Callas Forever,2002.0,6.4,"2,362","Biography, Drama, Music",111 min,$0.45M
So Young,2013.0,6.4,"2,249","Drama, Romance",131 min,$0.01M
Mr. Wu,1927.0,6.4,688,"Drama, Romance",90 min,$0.47M
"Those Lips, Those Eyes",1980.0,6.4,313,"Comedy, Romance",105 min,$0.06M
Fidelio: Alice's Odyssey,2014.0,6.4,855,"Drama, Romance",97 min,$0.00M
All the Vermeers in New York,1990.0,6.4,"1,034","Comedy, Drama, Romance",87 min,$0.14M
The Dying Gaul,2005.0,6.4,"2,452","Drama, Romance, Thriller",92 min,$0.34M
The Squaw Man,1914.0,5.7,"1,001","Action, Drama, Romance",74 min,$0.53M
Peking Express,1951.0,5.7,131,"Action, Drama, Film-Noir",95 min,$2.40M
Race for Glory,1989.0,5.7,163,Action,104 min,$0.10M
The Final Comedown,1972.0,5.7,407,"Action, Crime, Drama",83 min,$0.16M
Fifty/Fifty,1992.0,5.7,870,"Action, Adventure, Comedy",101 min,$0.23M
The Algerian,2014.0,5.7,232,"Action, Romance, Thriller",99 min,$0.07M
The Wolves,1996.0,5.7,75,"Action, Drama, Thriller",88 min,$2.40M
Steal This Movie,2000.0,6.4,"2,362","Biography, Drama, Romance",107 min,$0.08M
Jeanne and the Perfect Guy,1998.0,6.4,763,"Drama, Musical, Romance",105 min,$0.01M
Like It Is,1998.0,6.4,"1,763","Drama, Romance, Sport",97 min,$0.09M
The Shocking Miss Pilgrim,1947.0,6.4,483,"Comedy, Musical, Romance",85 min,$2.73M
Archangel,1990.0,6.4,"1,518","Comedy, Drama, Romance",90 min,$0.03M
Fast Food Fast Women,2000.0,6.4,"2,123","Comedy, Romance",95 min,$0.19M
The Bounty Killer,2018.0,5.7,34,"Action, Western",87 min,$0.05M
Tarzan and the Lost Safari,1957.0,5.7,633,"Action, Adventure",86 min,$1.99M
One Week,2000.0,6.4,266,"Drama, Romance",97 min,$0.24M
Just a Sigh,2013.0,6.4,"1,065","Drama, Romance",104 min,$0.07M
The Yellow Cab Man,1950.0,6.4,530,"Comedy, Drama, Romance",85 min,$2.60M
The Cat and the Fiddle,1934.0,6.4,451,"Comedy, Drama, Music",88 min,$0.99M
Jurassic World: Dominion,2022.0,5.6,"181,515","Action, Adventure, Sci-Fi",147 min,$376.85M
The Meg,2018.0,5.6,"177,657","Action, Horror, Sci-Fi",113 min,$143.01M
Transformers: Age of Extinction,2014.0,5.6,"319,907","Action, Adventure, Sci-Fi",165 min,$245.44M
Spy Kids,2001.0,5.6,"121,310","Action, Adventure, Comedy",88 min,$112.72M
R.I.P.D.,2013.0,5.6,"139,201","Action, Adventure, Comedy",96 min,$33.62M
The Pacifier,2005.0,5.6,"97,197","Action, Comedy, Drama",95 min,$113.09M
Men in Black: International,2019.0,5.6,"138,918","Action, Adventure, Comedy",114 min,$80.00M
You Don't Mess with the Zohan,2008.0,5.6,"207,052","Action, Comedy",113 min,$100.02M
The Dark Tower,2017.0,5.6,"141,640","Action, Adventure, Fantasy",95 min,$50.70M
Assassin's Creed,2016.0,5.6,"202,678","Action, Adventure, Sci-Fi",115 min,$54.65M
Alexander,2004.0,5.6,"172,603","Action, Biography, Drama",175 min,$34.30M
Hulk,2003.0,5.6,"272,219","Action, Sci-Fi",138 min,$132.18M
Alien vs. Predator,2004.0,5.6,"205,086","Action, Adventure, Horror",101 min,$80.28M
Raw Deal,1986.0,5.6,"35,737","Action, Crime, Thriller",106 min,$16.21M
Pacific Rim: Uprising,2018.0,5.6,"120,791","Action, Adventure, Fantasy",111 min,$59.87M
Fantastic Four: Rise of the Silver Surfer,2007.0,5.6,"270,499","Action, Adventure, Fantasy",92 min,$131.92M
Timeline,2003.0,5.6,"64,364","Action, Adventure, Sci-Fi",116 min,$19.48M
Judge Dredd,1995.0,5.6,"120,939","Action, Crime, Sci-Fi",96 min,$34.69M
Machete Kills,2013.0,5.6,"80,488","Action, Crime, Thriller",107 min,$8.01M
The Specialist,1994.0,5.6,"67,731","Action, Drama, Thriller",110 min,$57.36M
Chain Reaction,1996.0,5.6,"53,903","Action, Drama, Sci-Fi",107 min,$20.55M
Johnny Mnemonic,1995.0,5.6,"73,702","Action, Drama, Sci-Fi",96 min,$19.08M
National Security,2003.0,5.6,"52,324","Action, Comedy, Crime",88 min,$36.38M
Double Impact,1991.0,5.6,"42,178","Action, Crime",110 min,$30.10M
The Kitchen,2019.0,5.6,"22,023","Action, Crime, Drama",102 min,$12.05M
Monster Trucks,2016.0,5.6,"17,878","Action, Adventure, Comedy",104 min,$33.37M
"No Retreat, No Surrender",1985.0,5.6,"17,867","Action, Comedy, Crime",85 min,$4.66M
Knights of Badassdom,2013.0,5.6,"21,049","Action, Adventure, Comedy",86 min,$0.09M
The Pink Panther 2,2009.0,5.6,"46,535","Action, Adventure, Comedy",92 min,$35.92M
The Delta Force,1986.0,5.6,"21,059","Action, Adventure, Drama",125 min,$17.77M
MacGruber,2010.0,5.6,"46,302","Action, Comedy",90 min,$8.46M
Once There Was a Tiger,2012.0,5.6,"36,113","Action, Adventure, Romance",132 min,$2.35M
Brick Mansions,2014.0,5.6,"43,179","Action, Crime, Thriller",90 min,$20.29M
Exit Wounds,2001.0,5.6,"36,132","Action, Crime, Thriller",101 min,$51.76M
Sleepless,2017.0,5.6,"33,307","Action, Thriller",95 min,$20.78M
Skiptrace,2016.0,5.6,"21,571","Action, Adventure, Comedy",107 min,$0.00M
The Skulls,2000.0,5.6,"32,941","Action, Crime, Drama",106 min,$35.05M
The Quest,1996.0,5.6,"26,934","Action, Adventure, Drama",95 min,$21.60M
The Ice Pirates,1984.0,5.6,"11,313","Action, Adventure, Comedy",91 min,$14.26M
Twelve,2010.0,5.6,"12,427","Action, Drama, Thriller",93 min,$0.18M
The Big Bus,1976.0,5.6,"3,495","Action, Comedy",88 min,$3.54M
Drop Zone,1994.0,5.6,"21,010","Action, Adventure, Thriller",101 min,$28.72M
12 Rounds,2009.0,5.6,"29,638","Action, Crime, Thriller",108 min,$12.23M
Dolemite,1975.0,5.6,"6,550","Action, Comedy, Crime",90 min,$0.24M
Birth of the Dragon,2016.0,5.6,"8,543","Action, Biography, Drama",95 min,$6.90M
5 Days of War,2011.0,5.6,"14,082","Action, Drama, War",113 min,$0.02M
Bang Bang,2014.0,5.6,"25,000","Action, Adventure, Comedy",153 min,$2.55M
Death Machine,1994.0,5.6,"4,586","Action, Horror, Sci-Fi",120 min,$1.42M
Metro,1997.0,5.6,"28,269","Action, Comedy, Crime",117 min,$31.99M
Term Life,2016.0,5.6,"8,399","Action, Crime, Drama",93 min,$0.01M
Tracers,2015.0,5.6,"19,718","Action, Crime, Drama",94 min,$0.00M
Highwaymen,2004.0,5.6,"9,140","Action, Crime, Horror",80 min,$0.37M
Deuces Wild,2002.0,5.6,"7,637","Action, Drama",96 min,$6.04M
Taffin,1988.0,5.6,"1,976","Action, Thriller",96 min,$0.16M
The Samaritan,2012.0,5.6,"10,089","Action, Crime, Drama",90 min,$0.00M
Stick,1985.0,5.6,"2,198","Action, Crime, Drama",109 min,$8.49M
Home of the Brave,2006.0,5.6,"11,071","Action, Drama, War",106 min,$0.05M
For Queen & Country,1988.0,5.6,"2,522","Action, Crime, Drama",105 min,$0.19M
Never Die Alone,2004.0,5.6,"5,967","Action, Crime, Drama",88 min,$5.64M
Year of the Gun,1991.0,5.6,"2,802","Action, Romance, Thriller",111 min,$1.18M
Skin Trade,2014.0,5.6,"8,297","Action, Crime, Thriller",96 min,$0.00M
Hanky Panky,1982.0,5.6,"2,867","Action, Comedy, Crime",110 min,$9.82M
Company Business,1991.0,5.6,"3,075","Action, Comedy, Crime",98 min,$1.50M
They Call Me Bruce,1982.0,5.6,"1,746","Action, Comedy",87 min,$16.89M
Skyjacked,1972.0,5.6,"2,174","Action, Drama, Thriller",101 min,$2.50M
The Captive,1915.0,6.4,140,"Drama, Romance, War",50 min,$0.06M
A Dark Truth,2012.0,5.6,"6,146","Action, Drama, Thriller",106 min,$0.01M
Eddie Macon's Run,1983.0,5.6,"1,261","Action, Adventure, Crime",95 min,$1.26M
Quiet Cool,1986.0,5.6,715,Action,80 min,$1.90M
Golden Job,2018.0,5.6,"1,368","Action, Adventure, Crime",100 min,$0.29M
Legend,1985.0,6.3,"68,749","Adventure, Fantasy, Romance",94 min,$15.50M
She's the Man,2006.0,6.3,"165,564","Comedy, Romance, Sport",105 min,$2.34M
13 Going on 30,2004.0,6.3,"200,502","Comedy, Fantasy, Romance",98 min,$57.23M
The Little Rascals,1994.0,6.3,"52,448","Comedy, Family, Romance",82 min,$51.76M
Practical Magic,1998.0,6.3,"86,246","Comedy, Drama, Fantasy",104 min,$46.68M
St. Elmo's Fire,1985.0,6.3,"44,095","Drama, Romance",110 min,$37.80M
Mystic Pizza,1988.0,6.3,"30,553","Comedy, Drama, Romance",104 min,$12.79M
Shrek Forever After,2010.0,6.3,"213,707","Animation, Adventure, Comedy",95 min,$238.37M
Freaky Friday,2003.0,6.3,"144,075","Comedy, Family, Fantasy",97 min,$110.23M
Date Night,2010.0,6.3,"166,421","Comedy, Crime, Romance",88 min,$98.71M
Honeysuckle Rose,1980.0,6.3,"1,698","Drama, Music, Romance",119 min,$17.82M
Splash,1984.0,6.3,"79,723","Comedy, Fantasy, Romance",111 min,$62.10M
My Best Friend's Wedding,1997.0,6.3,"147,257","Comedy, Drama, Romance",105 min,$127.12M
Ella Enchanted,2004.0,6.3,"71,051","Comedy, Family, Fantasy",96 min,$22.92M
Doc Hollywood,1991.0,6.3,"38,505","Comedy, Drama, Romance",104 min,$54.83M
Take Me Home Tonight,2011.0,6.3,"54,157","Comedy, Drama, Romance",97 min,$6.92M
The Invention of Lying,2009.0,6.3,"144,262","Comedy, Fantasy, Romance",100 min,$18.44M
Mary Shelley's Frankenstein,1994.0,6.3,"57,044","Drama, Horror, Romance",123 min,$22.01M
Baby Boom,1987.0,6.3,"18,103","Comedy, Drama, Romance",110 min,$26.71M
Meet the Fockers,2004.0,6.3,"277,192","Comedy, Romance",115 min,$279.26M
American Gigolo,1980.0,6.3,"27,671","Crime, Drama, Mystery",117 min,$23.00M
The Aftermath,2019.0,6.3,"22,321","Drama, Romance, War",108 min,$1.62M
The Loft,2014.0,6.3,"57,966","Mystery, Romance, Thriller",108 min,$5.98M
One Crazy Summer,1986.0,6.3,"15,966","Comedy, Romance",93 min,$13.43M
Dear John,2010.0,6.3,"152,791","Drama, Mystery, Romance",108 min,$80.01M
Austenland,2013.0,6.3,"21,910","Comedy, Romance",97 min,$2.15M
The Family Stone,2005.0,6.3,"70,711","Comedy, Drama, Romance",103 min,$60.06M
All Good Things,2010.0,6.3,"57,613","Crime, Drama, Mystery",101 min,$0.58M
The Last American Virgin,1982.0,6.3,"9,206","Comedy, Drama, Romance",92 min,$5.83M
Forever Young,1992.0,6.3,"48,614","Drama, Romance, Sci-Fi",102 min,$55.96M
Down with Love,2003.0,6.3,"42,983","Comedy, Romance",101 min,$20.30M
Intolerable Cruelty,2003.0,6.3,"99,528","Comedy, Crime, Romance",100 min,$35.33M
Third Person,2013.0,6.3,"28,771","Drama, Romance",137 min,$1.02M
Elizabethtown,2005.0,6.3,"71,355","Comedy, Drama, Romance",123 min,$26.84M
"Everything, Everything",2017.0,6.3,"40,556","Drama, Romance",96 min,$34.00M
No Reservations,2007.0,6.3,"76,488","Comedy, Drama, Romance",104 min,$43.11M
Two Night Stand,2014.0,6.3,"72,047","Comedy, Romance",86 min,$0.02M
The Last Tycoon,1976.0,6.3,"9,111","Drama, Romance",123 min,$1.82M
You Will Meet a Tall Dark Stranger,2010.0,6.3,"46,730","Comedy, Drama, Romance",98 min,$3.25M
Shag,1989.0,6.3,"4,497","Comedy, Drama, Romance",98 min,$6.96M
Breathe In,2013.0,6.3,"15,355","Drama, Romance",98 min,$0.02M
To Rome with Love,2012.0,6.3,"89,209","Comedy, Music, Romance",112 min,$16.69M
The Heavenly Kid,1985.0,6.3,"5,309","Comedy, Fantasy, Romance",90 min,$3.85M
...And God Created Woman,1956.0,6.3,"8,821","Drama, Romance",90 min,$2.00M
Upside Down,2012.0,6.3,"72,830","Drama, Fantasy, Romance",109 min,$0.10M
Threesome,1994.0,6.3,"13,374","Comedy, Drama, Romance",93 min,$14.82M
Wimbledon,2004.0,6.3,"65,192","Comedy, Romance, Sport",98 min,$17.00M
Zander the Great,1925.0,5.6,663,"Action, Comedy, Drama",80 min,$0.26M
A Life Less Ordinary,1997.0,6.3,"36,375","Comedy, Crime, Fantasy",103 min,$4.27M
China Moon,1994.0,6.3,"7,232","Crime, Drama, Mystery",99 min,$3.04M
Loving Annabelle,2006.0,6.3,"13,075","Drama, Romance",77 min,$1.10M
On Chesil Beach,2017.0,6.3,"11,807","Drama, Music, Romance",110 min,$0.75M
Nurse Betty,2000.0,6.3,"35,656","Comedy, Crime, Drama",110 min,$25.17M
Green Card,1990.0,6.3,"25,115","Comedy, Drama, Romance",107 min,$29.89M
How to Make an American Quilt,1995.0,6.3,"12,147","Comedy, Drama, Romance",117 min,$23.57M
BUtterfield 8,1960.0,6.3,"6,981","Drama, Romance",109 min,$16.46M
Only the Lonely,1991.0,6.3,"11,770","Comedy, Romance",104 min,$21.83M
Good Dick,2008.0,6.3,"8,146","Comedy, Drama, Romance",86 min,$0.02M
The Truth About Cats & Dogs,1996.0,6.3,"28,537","Comedy, Romance",97 min,$34.07M
The Disappearance of Eleanor Rigby: Them,2014.0,6.3,"12,743","Drama, Romance",123 min,$0.59M
Anything Else,2003.0,6.3,"31,806","Comedy, Romance",108 min,$3.20M
Cousins,1989.0,6.3,"4,942","Comedy, Romance",113 min,$22.03M
Fur: An Imaginary Portrait of Diane Arbus,2006.0,6.3,"16,083","Biography, Drama, Romance",122 min,$0.22M
Partir,2009.0,6.3,"4,412","Crime, Drama, Romance",85 min,$0.17M
Gloria Bell,2018.0,6.3,"12,234","Comedy, Drama, Music",102 min,$5.61M
Solitary Man,2009.0,6.3,"16,714","Comedy, Drama, Romance",90 min,$4.36M
On a Clear Day You Can See Forever,1970.0,6.3,"4,066","Comedy, Drama, Fantasy",129 min,$14.00M
High Strung,2016.0,6.3,"9,676","Drama, Music, Romance",96 min,$0.05M
"Turn Me On, Dammit!",2011.0,6.3,"9,556","Comedy, Romance",76 min,$0.12M
Possession,2002.0,6.3,"13,508","Drama, Mystery, Romance",102 min,$10.10M
Lovesong,2016.0,6.3,"5,208","Drama, Romance",84 min,$0.01M
The Anniversary Party,2001.0,6.3,"8,464","Comedy, Drama, Romance",115 min,$4.01M
Dancing at Lughnasa,1998.0,6.3,"3,892","Drama, Romance",95 min,$2.29M
The Tamarind Seed,1974.0,6.3,"2,276","Drama, Romance, Thriller",125 min,$2.02M
"Faith, Hope & Love",2019.0,6.3,"1,126","Comedy, Romance",106 min,$0.21M
The Meddler,2015.0,6.3,"13,402","Comedy, Drama, Romance",103 min,$4.27M
Bandslam,2009.0,6.3,"14,896","Comedy, Drama, Family",111 min,$5.21M
Girl Happy,1965.0,6.3,"2,706","Comedy, Musical, Romance",96 min,$7.09M
Happy Endings,2005.0,6.3,"9,272","Comedy, Drama, Music",128 min,$1.31M
This Christmas,2007.0,6.3,"9,920","Comedy, Drama, Romance",117 min,$49.12M
The Brothers,2001.0,6.3,"4,898","Comedy, Drama, Romance",106 min,$27.46M
Cyrus,2010.0,6.3,"36,101","Comedy, Drama, Romance",91 min,$7.46M
March or Die,1977.0,6.3,"3,713","Adventure, Drama, Romance",107 min,$1.00M
Stanley & Iris,1990.0,6.3,"8,145","Drama, Romance",104 min,$5.82M
Taras Bulba,1962.0,6.3,"4,257","Adventure, Drama, History",122 min,$7.41M
Shopgirl,2005.0,6.3,"24,330","Drama, Romance",106 min,$10.28M
Poison,1991.0,6.3,"4,729","Drama, Horror, Romance",85 min,$0.61M
Surviving Picasso,1996.0,6.3,"7,676","Biography, Drama, Romance",125 min,$2.00M
Enduring Love,2004.0,6.3,"10,757","Drama, Mystery, Romance",100 min,$0.36M
Art School Confidential,2006.0,6.3,"17,464","Comedy, Drama, Romance",102 min,$3.30M
Daisy Miller,1974.0,6.3,"1,705","Comedy, Drama, Romance",91 min,$0.36M
Hiding Out,1987.0,6.3,"3,955","Comedy, Drama, Romance",98 min,$7.02M
House of Dark Shadows,1970.0,6.3,"3,243","Drama, Fantasy, Horror",97 min,$4.00M
Carried Away,1996.0,6.3,"1,640","Drama, Romance",109 min,$0.29M
